result #,search engine,query,article title,article url,article description,total nr of results (best guess),,,
28,bing,Donald Trump,Donald J Trump Podcast,https://trump.podbean.com/,Learn of the many accomplishments of President Trump that often go unreported by the Fake News Media as he continues to Make America Great Again.,82200000,,,
29,bing,Donald Trump,Donald Trump - BBC News,https://www.bbc.com/news/topics/cp7r8vgl2lgt/donald-trump,"President Trump comments on fatal car crash by wife of US diplomat US authorities will speak to the diplomat""s wife who was involved in a fatal UK crash",,,,
30,bing,Donald Trump,Donald Trump Business Bankruptcies - List and Reasons,https://www.thoughtco.com/donald-trump-business-bankruptcies-4152019,The Plaza Casino was one of two Trump casinos in Atlantic City to enter bankruptcy in March 1992. The other was the Castle Hotel &amp; Casino. The 39-story,,,,
31,bing,Donald Trump,A Psychologist Analyzes Donald Trump’s Personality - The ...,https://www.theatlantic.com/magazine/archive/2016/06/the-mind-of-donald-trump/480771/,In 2006,,,,
32,bing,Donald Trump,Donald Trump Quotes - BrainyQuote,https://www.brainyquote.com/authors/donald-trump-quotes,Enjoy the best Donald Trump Quotes at BrainyQuote. Quotations by Donald Trump,,,,
33,bing,Donald Trump,Here Are 13 Examples Of Donald Trump Being Racist,https://www.huffpost.com/entry/donald-trump-racist-examples_n_56d47177e4b03260bf777e83,Republican presidential front-runner Donald Trump may have failed to disavow the Ku Klux Klan in late February,,,,
34,bing,Donald Trump,"What is Donald Trump""s IQ? - Quora",https://www.quora.com/What-is-Donald-Trumps-IQ,Trump has probably never had an official IQ test,,,,
35,bing,Donald Trump,"President Donald J. Trump""s Accomplishments List | MAGA PILL",http://www.magapill.com/,"President Donald J. Trump""s accomplishments list. Importance of Archiving President Trump""s accomplishments: The mainstream media has completely ignored President Trump""s accomplishments and all of the positive things he has achieved while in office.",82200000,,,
36,bing,Donald Trump,Trump: The Art of the Deal: Donald J. Trump,,,,,,
37,bing,Donald Trump,Donald Trump | News,,,,,,
38,bing,Donald Trump,Donald Trump – Wikipedia,https://sv.wikipedia.org/wiki/Donald_Trump,Donald Trumps farföräldrar föddes i Kallstadt i Tyskland.Farfadern Friedrich hade förenklat släktnamnet Drumpf till Trump,,,,
39,bing,Donald Trump,Who is Donald Trump? Bio,,,,,,
40,bing,Donald Trump,Donald Trump | PEOPLE.com,https://people.com/tag/donald-trump/,Trump Again Attacks Teenage Climate Activist Greta Thunberg,,,,
41,bing,Donald Trump,Donald Trump | Yahoo Entertainment,https://www.yahoo.com/entertainment/tagged/donald-trump/,Jim Carrey Compares Trump to Hans Gruber in ‘Die Hard’-Inspired Artwork. Jim Carrey’s ready for the impeachment inquiry into Donald Trump.Sharing another one of his political satires on ...,82200000,,,
42,bing,Donald Trump,"Donald Trump""s file | PolitiFact",https://www.politifact.com/personalities/donald-trump/,Donald Trump is the president of the United States. He was elected the 45th president of the United States on Nov. 8,,,,
43,bing,Donald Trump,Donald Trump: Latest News,,,,,,
44,bing,Donald Trump,Donald Trump | US News,https://www.usnews.com/topics/people/donald_trump,Oct-08,,,,
45,bing,Donald Trump,Donald Trump: Latest News,,,,,,
46,bing,Donald Trump,Donald Trump Jr. - Biography,https://www.biography.com/personality/donald-trump-jr,Jul-10,,,,
47,bing,Donald Trump,Donald Trump - Ballotpedia,https://ballotpedia.org/Donald_Trump,Donald Trump is the 45th and current president of the United States. He assumed office on January 20,,,,
48,bing,Donald Trump,Donald Trump Archives - Us Weekly - usmagazine.com,https://www.usmagazine.com/celebrities/donald-trump/,Businessman Donald Trump was born June 14,,,,
49,bing,Donald Trump,Donald Trump - apnews.com,https://apnews.com/DonaldTrump,CONCORD,,,,
50,bing,Donald Trump,Donald Trump – Wikipedia,https://fi.wikipedia.org/wiki/Donald_Trump,Donald John Trump (s.14. kesäkuuta 1946 Queens,,,,
51,bing,Donald Trump,Donald Trump - mashable.com,https://mashable.com/category/donald-trump/,Sep-26,,,,
52,bing,Donald Trump,Republican President Donald Trump - News,,,,,,
53,bing,Donald Trump,Is Something Neurologically Wrong With Donald Trump?,https://www.theatlantic.com/health/archive/2018/01/trump-cog-decline/548759/,Is Something Neurologically Wrong With Donald Trump? It is best not to diagnose the president from afar,,,,
54,bing,Donald Trump,Donald Trump News | Photos | Quotes | Wiki - UPI.com,https://www.upi.com/topic/Donald_Trump/,Donald John Trump,,,,
55,bing,Donald Trump,Donald Trump | Yahoo Lifestyle,https://www.yahoo.com/lifestyle/tagged/donald-trump/,Trump-supporting Ms. Nevada claims she was stripped of title because of her conservative views. The winner of Ms. Nevada 2019,,,,
56,bing,Donald Trump,"President Donald Trump""s Economic Plan - The Balance",https://www.thebalance.com/donald-trump-economic-plan-3994106,Jul-11,,,,
57,bing,Donald Trump,Amazon.com: Donald Trump,https://www.amazon.com/Donald-Trump/s?k=Donald+Trump,President Predicto - Donald Trump Fortune Teller Ball - The Greatest Way to Discover Your Future - Ask a YES or NO Question &amp; Trump Speaks the Answer - Like a Next Generation Magic 8 Ball – Funny Gift,82200000,,,
58,bing,Donald Trump,Donald Trump Articles - Breitbart,https://www.breitbart.com/tag/donald-trump/,Oct-09,,,,
59,bing,Donald Trump,"Is This Donald Trump""s Intelligence Quotient?",https://www.snopes.com/fact-check/donald-trumps-intelligence-quotient/,Dec-07,,,,
60,bing,Donald Trump,Donald Trump | Financial Times,https://www.ft.com/donald-trump,We use cookies for a number of reasons,,,,
61,bing,Donald Trump,Donald Trump presidential campaign,,,, on immigration, on foreign affairs," will be made to benefit American workers and American families.""	82200000"
62,bing,Donald Trump,Donald Trump on the Issues,https://www.ontheissues.org/donald_trump.htm,Donald Trump on Abortion : Click here for 22 full quotes on Abortion OR other candidates on Abortion OR background on Abortion.. FactCheck: Late abortions only for non-viable fetus. (Feb 2019) Cherish innocent life instead of ripping babies from womb.,82200000,,,
63,bing,Donald Trump,Donald Trump Archives - FactCheck.org,https://www.factcheck.org/person/donald-trump/,With its candidate the subject of an impeachment inquiry,,,,
64,bing,Donald Trump,Hive: Donald Trump News,,,,,,
65,bing,Donald Trump,"Donald Trump""s Success Story",https://www.investopedia.com/updates/donald-trump-success-story/,Jul-07,,,,
66,bing,Donald Trump,Donald Trump - Wikipedia bahasa Indonesia,,,, meninggal dunia pada tahun 1981 akibat alkoholisme.Atas alasan inilah," Donald tidak pernah meminum minuman beralkohol atau merokok.""	82200000",
67,bing,Donald Trump,Donald J Trump - YouTube,https://m.youtube.com/channel/UCAql2DyGU2un1Ei2nMYsqOA,This is the official YouTube Channel for Donald J. Trump.,82200000,,,
68,bing,Donald Trump,Timeline: Donald Trump’s Presidency - AOL.com,https://www.aol.com/news/trump-timeline/,Every major event and move made by President Donald Trump,,,,
69,bing,Donald Trump,Trump Twitter Archive,http://trumptwitterarchive.com/,All 30,,,,
70,bing,Donald Trump,Donald Trump – Wikipédia,,,,,,
71,bing,Donald Trump,Donald Trump – Wikipédia,https://hu.wikipedia.org/wiki/Donald_Trump,Donald John Trump (New York,,,,
72,bing,Donald Trump,Donald Trump Biography - family,,,,,,
73,bing,Donald Trump,Donald J. Trump - Official Site,https://www.donaldjtrump.com/,Help continue our promise to Make America Great Again!,82200000,,,
74,bing,Donald Trump,Donald Trump Biography - Facts,,,,,,
75,bing,Donald Trump,Live President Donald Trump Popularity Polls – Live Latest ...,http://www.donaldjtrumppolls.com/,Keep up to date on President Trump’s popularity and how the general population perceives his performance. All polling records shown on this website are 100% accurate and reveal the …,82200000,,,
76,bing,Donald Trump,Donald Trump List of Movies and TV Shows | TV Guide,https://www.tvguide.com/celebrities/donald-trump/credits/194141/,Donald Trump full list of movies and tv shows in theaters,,,,
77,bing,Donald Trump,Donald Trump Stories - washingtonexaminer.com,https://www.washingtonexaminer.com/tag/donald-trump,"Donald Trump Stories ... Trump-district Democrat echoes Nancy Pelosi ""sad"" words about impeachment. Kerry Picket | October 02",,,,
78,bing,Donald Trump,Donald Trump - Sputnik International,https://sputniknews.com/tags/tag_Donald_Trump/,On Thursday,,,,
79,bing,Donald Trump,How Donald Trump Got His Money,https://www.investopedia.com/updates/donald-trump-rich/,President Donald J. Trump,,,,
80,bing,Donald Trump,"Donald Trump""s German and Scottish Family Tree",https://www.thoughtco.com/ancestry-of-donald-trump-1421916,Donald Trump is the child of an immigrant parent and is,,,,
81,bing,Donald Trump,All False statements involving Donald Trump | PolitiFact,https://www.politifact.com/personalities/donald-trump/statements/byruling/false/,"Says U.S. Sen. Sherrod Brown and Dayton Mayor Nan Whaley were ""totally misrepresenting what took place inside of the hospital. Their news conference after I left for El Paso was a fraud.",82200000,,,
82,bing,Donald Trump,Does Donald Trump Have a College Degree ...,https://www.urbanedjournal.org/degree/does-donald-trump-have-college-degree,Many US citizens and other people around the world interested in question: Does Donald Trump Have a College Degree? Trump grew up in Jamaica,,,,
83,bing,Donald Trump,Donald Trump – Wikipedie,https://cs.wikipedia.org/wiki/Donald_Trump,—Donald Trump,,,,
84,bing,Donald Trump,Cartoons on President Donald Trump | Civic | US News,https://www.usnews.com/cartoons/donald-trump,Browse hundreds of cartoons from the nation’s leading editorial cartoonists on the 45th president of the United States,,,,
85,bing,Donald Trump,Donald Trump | Pew Research Center,https://www.pewresearch.org/topics/donald-trump/,Aug-16,,,,
86,bing,Donald Trump,Donald Trump,,,,,,
87,bing,Donald Trump,"Was Donald Trump""s Family Surname Once ""Drumpf""?",https://www.snopes.com/fact-check/donald-drumpf/,"Donald Trump""s ancestors changed their surname from ""Drumpf"" to ""Trump."" On 28 February 2016",,,,
88,bing,Donald Trump,"Promises Kept | President Donald J. Trump""s Accomplishments",https://www.promiseskept.com/,President Trump and his administration have been hard at work to make America great again! Learn of the many accomplishments of President Trump that often go unreported by the Fake News Media as he continues to Make America Great Again.,82200000,,,
89,bing,Donald Trump,Donald Trump | Democracy Now!,https://www.democracynow.org/topics/donald_trump,Oct-09,,,,
90,bing,Donald Trump,Donald Trump - CNBC,https://www.cnbc.com/donald-trump/,NEW YORK,,,,
91,bing,Donald Trump,Donald Trump Tickets,,,, tonight, this weekend," summer""	82200000"
92,bing,Donald Trump,Trump must be impeached. Here’s why.,https://www.washingtonpost.com/opinions/trump-must-be-impeached-heres-why/2017/05/13/82ce2ea4-374d-11e7-b4ee-434b6d506b37_story.html,Scenes from the Republican’s beginning months in the White House. Jan. 25,,,,
93,bing,Donald Trump,Donald Trump on Immigration: Pros,,,,,,
94,bing,Donald Trump,Donald Trump Net Worth | Celebrity Net Worth,https://www.celebritynetworth.com/richest-businessmen/richest-billionaires/donald-trump-net-worth/,Donald Trump net worth: Donald Trump is an American politician,,,,
95,bing,Donald Trump,Donald Trump | TheHill,https://thehill.com/person/donald-trump,The Hill is a top US political website,,,,
96,bing,Donald Trump,Donald Trump GIFs - Find & Share on GIPHY,https://giphy.com/search/donald-trump/,Find GIFs with the latest and newest hashtags! Search,,,,
97,bing,Donald Trump,Donald Trump,,,,,,
98,bing,Donald Trump,USA TODAY exclusive: Hundreds allege Donald Trump doesn’t ...,https://www.usatoday.com/story/news/politics/elections/2016/06/09/donald-trump-unpaid-bills-republican-president-laswuits/85297274/,Jun-09,,,,
99,bing,Donald Trump,Donald Trump - Wikimedia Commons,https://commons.wikimedia.org/wiki/Donald_Trump,This page was last edited on 7 March 2019,,,,
