result #,search engine,query,article title,article url,article description,total nr of results (best guess),,,
40,bing,Boris Johnson,Boris Johnson Says Brexit Needed to ‘Lance the Boil ...,https://news.yahoo.com/fury-johnson-rhetoric-inflames-divisions-082709203.html,Sep-26,,,,
41,bing,Boris Johnson,Boris Johnson - Wikipedia,https://en.wikipedia.org/wiki/Boris_Johnston,Alexander Boris de Pfeffel Johnson (/ ˈ f ɛ f ə l /; born 19 June 1964) is a British politician serving as Prime Minister of the United Kingdom and Leader of the Conservative Party since July 2019. He has been Member of Parliament (MP) for Uxbridge and South Ruislip since 2015 and was previously MP for Henley from 2001 to 2008.He also served as Mayor of London from 2008 to 2016 and Foreign ...,1210000,,,
42,bing,Boris Johnson,10 quotes by Boris Johnson that are even more terrifying ...,https://www.indy100.com/article/10-quotes-by-boris-johnson-that-are-even-more-terrifying-now-hes-foreign-secretary--WyYV966nSZ,Jul-14,,,,
43,bing,Boris Johnson,Who is Boris Johnson,,,,,,
44,bing,Boris Johnson,Who is Boris Johnson,,,,,,
45,bing,Boris Johnson,"Boris Johnson""s net worth revealed after Foreign Secretary ...",https://www.dailymail.co.uk/news/article-5934783/Boris-Johnsons-net-worth-revealed-Foreign-Secretary-resigns.html,Jul-09,,,,
46,bing,Boris Johnson,Boris Johnson wins race to be Tory leader and PM - BBC News,https://www.bbc.co.uk/news/uk-politics-49084605,Jul-23,,,,
47,bing,Boris Johnson,"Boris Johnson""s rivals accuse him of taking UK ‘into the ...",https://www.foxnews.com/world/boris-johnson-brexit-donald-trump,A day after U.K. Prime Minister Boris Johnson announced his plan to suspend Parliament until just before Britain is to depart from the European Union,,,,
48,bing,Boris Johnson,Boris Johnson’s Brexit Gamble Might Take the U.K. Back to ...,https://news.yahoo.com/boris-johnson-brexit-gamble-might-102445329.html,Sep-19,,,,
49,bing,Boris Johnson,The Empty Promise of Boris Johnson | The New Yorker,https://www.newyorker.com/magazine/2019/06/24/the-empty-promise-of-boris-johnson,The Empty Promise of Boris Johnson The man expected to be Britain’s next Prime Minister makes people in power,,,,
50,bing,Boris Johnson,Boris Johnson - apnews.com,https://apnews.com/BorisJohnson,LONDON (AP) — British Prime Minister Boris Johnson,,,,
51,bing,Boris Johnson,Boris Johnson - Wikimedia Commons,https://commons.wikimedia.org/wiki/Boris_Johnson,English: Alexander Boris de Pfeffel Johnson,,,,
52,bing,Boris Johnson,boris johnson - huffpost.com,https://www.huffpost.com/topic/boris-johnson,"Boris Johnson said Anne Sacoolas’ claim of diplomatic immunity is unjustified and he will personally take action if she doesn""t return.",1210000,,,
53,bing,Boris Johnson,Boris Johnson’s racist insults,,,,,,
54,bing,Boris Johnson,Astrology and natal chart of Boris Johnson,,,,,,
55,bing,Boris Johnson,Boris Johnson MP - Latest news & opinion on the Prime ...,https://www.mirror.co.uk/all-about/boris-johnson,"No10 has plunged into a bitter blame game - claiming Angela Merkel branded a deal ""unlikely""",,,,
56,bing,Boris Johnson,Macron delivers tough Brexit message to Boris Johnson - CNN,https://www.cnn.com/2019/08/22/europe/macron-brexit-johnson-intl-gbr/index.html,Aug-22,,,,
57,bing,Boris Johnson,Boris Johnson Biography | Biography Online,https://www.biographyonline.net/politicians/uk/boris-johnson.html,Boris Johnson is a leading Conservative politician,,,,
58,bing,Boris Johnson,Boris Johnson Cartoons and Comics - funny pictures from ...,https://www.cartoonstock.com/directory/b/boris_johnson.asp,"Boris Johnson funny cartoons from CartoonStock directory - the world""s largest on-line collection of cartoons and comics.",1210000,,,
59,bing,Boris Johnson,"Boris Johnson told ""please leave my town"" by polite but ...",https://mashable.com/article/boris-johnson-please-leave-my-town/,People from Yorkshire are pretty well-known for saying it exactly like it is. And UK Prime Minister Boris Johnson got a dose of that honesty during a pretty disastrous visit to the town of Morley ...,1210000,,,
60,bing,Boris Johnson,Boris Johnson – Wikipédia,https://hu.wikipedia.org/wiki/Boris_Johnson,Alexander Boris de Pfeffel Johnson (New York,,,,
61,bing,Boris Johnson,Boris Johnson Doesn’t Want a No-Deal Brexit. He Wants to ...,https://foreignpolicy.com/2019/08/12/boris-johnson-doesnt-want-no-deal-brexit-he-wants-to-win-an-election-jeremy-corbyn-brexit-election-cummings/,Aug-12,,,,
62,bing,Boris Johnson,U.K. Parliament Recesses As Boris Johnson Reels From ...,https://www.npr.org/2019/09/10/759285001/u-k-parliament-recesses-as-boris-johnson-reels-from-string-of-defeats,Sep-10,,,,
63,bing,Boris Johnson,Boris Johnson suffers stunning rebuke as Parliament ...,https://www.marketwatch.com/story/uk-parliament-takes-back-control-of-brexit-agenda-from-boris-johnson-2019-09-03,Sep-03,,,,
64,bing,Boris Johnson,Boris Johnson Lied to the Queen to Get Parliament ...,https://www.vice.com/en_us/article/d3a3jv/boris-johnson-lied-to-the-queen-to-get-parliament-suspended-court-rules,Sep-11,,,,
65,bing,Boris Johnson,Boris Johnson - inews.co.uk,https://inews.co.uk/tag/boris-johnson,Thanks,,,,
66,bing,Boris Johnson,"Boris Johnson Gets Brexit Homework Assignment - Barron""s",https://www.barrons.com/articles/boris-johnson-gets-brexit-homework-assignment-51566490389,Aug-22,,,,
67,bing,Boris Johnson,Boris Johnson loses another battle: Here’s why he might ...,https://www.politico.com/story/2019/09/04/boris-johnson-votes-brexit-election-1481771,Britain. Boris Johnson loses another battle: Here’s why he might still win the war. The British prime minister lost every vote in the House of Commons on Wednesday,,,,
68,bing,Boris Johnson,"Brexit: What Are Boris Johnson""s Options | National Review",https://www.nationalreview.com/2019/09/brexit-boris-johnson-options/,British Prime Minister Boris Johnson outside Downing Street in London,,,,
69,bing,Boris Johnson,Opinion: Boris Johnson and Donald Trump,,,,,,
70,bing,Boris Johnson,Boris Johnson (Author of The Churchill Factor),https://www.goodreads.com/author/show/370871.Boris_Johnson,Boris Johnson is a British politician in the Conservative Party and the former Mayor of London. Due to his public school,,,,
71,bing,Boris Johnson,All the times Boris Johnson flat-out lied | inews,https://inews.co.uk/news/uk/times-boris-johnson-flat-lied,Boris Johnson has written to Theresa May saying it should not be the UK’s priority to ensure there is “no border” between Northern Ireland and the Republic of Ireland,,,,
72,bing,Boris Johnson,Boris Johnson - The Telegraph,https://www.telegraph.co.uk/boris-johnson/,"Boris Johnson gave ""insufficient"" response to inquiry into his relationship with Jennifer Arcuri",,,,
73,bing,Boris Johnson,Is it true that Boris Johnson is Turkish? - Quora,https://www.quora.com/Is-it-true-that-Boris-Johnson-is-Turkish,Jun-14,,,,
74,bing,Boris Johnson,petition: Boris Johnson Should Resign now.,https://www.thepetitionsite.com/342/312/023/boris-johnson-should-resign-now./,"The Supreme Court has found Boris Johnson""s suspension of Parliament to be unlawful. His advice to the Queen was unlawful. The Supreme Court judgement summary says:",1210000,,,
75,bing,Boris Johnson,"Boris Johnson""s Worst Week Ever - bloomberg.com",https://www.bloomberg.com/features/2019-boris-johnson-bad-brexit-week/,It began with a cute puppy and ended with a stinging family betrayal. U.K. Prime Minister Boris Johnson is determined to deliver Brexit on his own terms — by Oct. 31.,1210000,,,
76,bing,Boris Johnson,"Nigel Farage and Boris Johnson: Donald Trump""s friends are ...",https://www.newsweek.com/trump-boris-johnson-farage-theresa-may-resigsn-1435043,May-24,,,,
77,bing,Boris Johnson,Photo of the Day,,,,,,
78,bing,Boris Johnson,Profile: Boris Johnson | Reuters.com,https://www.reuters.com/news/picture/profile-boris-johnson-idUSRTX70OBK,Jul-23,,,,
79,bing,Boris Johnson,Why Boris Johnson Will Suspend Parliament Before Brexit | Time,https://time.com/5663212/boris-johnson-suspend-parliament/,Aug-28,,,,
80,bing,Boris Johnson,Revealed: The Brexit deal Boris Johnson wants | Coffee House,https://blogs.spectator.co.uk/2019/09/revealed-the-brexit-deal-boris-johnson-wants/,Sep-17,,,,
81,bing,Boris Johnson,Boris Johnson: what you need to know about the new Tory PM,https://www.snp.org/boris-johnson-what-you-need-to-know-about-the-new-tory-pm/,Jul-24,,,,
82,bing,Boris Johnson,Boris Johnson vs. parliament – POLITICO,https://www.politico.eu/article/boris-johnson-vs-parliament/,LONDON — The phony war is over. The real battle for Brexit is about to begin. After a summer of shadow-boxing and speculation,,,,
83,bing,Boris Johnson,"Boris Johnson""s Top Aides Want To Legalise Cannabis",https://www.buzzfeed.com/alexwickham/boris-johnson-aides-legalise-cannabis,Jul-31,,,,
84,bing,Boris Johnson,"""I am a passionate Zionist",,,,,,
85,bing,Boris Johnson,Boris Johnson - Wikipedia,,,,,,
86,bing,Boris Johnson,"Boris Johnson""s hair history - marieclaire.co.uk",https://www.marieclaire.co.uk/news/celebrity-news/boris-johnson-s-hair-history-3131,Aug-01,,,,
87,bing,Boris Johnson,Boris Johnson GIFs - Find & Share on GIPHY,https://giphy.com/search/boris-johnson,Find GIFs with the latest and newest hashtags! Search,,,,
88,bing,Boris Johnson,Prime Minister Boris Johnson Asks Queen to Suspend ...,https://people.com/royals/boris-johnson-asks-queen-elizabeth-suspend-parliament-ahead-brexit/,Aug-28,,,,
89,bing,Boris Johnson,"What is Boris Johnson""s net worth? | Fox Business",https://www.foxbusiness.com/politics/boris-johnson-net-worth,"Boris Johnson has believed in Brexit from day 1: Nile Gardiner. The Heritage Foundation""s Nile Gardiner on Boris Johnson succeeding Theresa May as Prime Minister in Britain and how Johnson will ...",1210000,,,
90,bing,Boris Johnson,"Boris Johnson""s First PMQs Outing Was a Disaster",https://splinternews.com/boris-johnson-had-a-horrible-morning-1837866965,Fresh off of his terrible night,,,,
91,bing,Boris Johnson,Boris Johnson - Brexit Hero in the Making or Goat? - Gold ...,https://tomluongo.me/2019/09/06/boris-johnson-hero-goat/,Sep-06,,,,
92,bing,Boris Johnson,"Court rules Boris Johnson""s suspension of Parliament is ...",https://www.latimes.com/world-nation/story/2019-09-11/boris-johnson-parliament-suspension-ruled-unlawful,Sep-11,,,,
93,bing,Boris Johnson,Brexit: Boris Johnson lied about his alleged lie to the ...,https://www.scotsman.com/news/opinion/columnists/brexit-boris-johnson-lied-about-his-alleged-lie-to-the-queen-brian-wilson-1-5004186,Sep-14,,,,
94,bing,Boris Johnson,Boris Johnson loses cabinet member as extension request ...,https://www.vox.com/world/2019/9/8/20855622/boris-johnson-eu-brexit-extension-jail-amber-rudd,Sep-08,,,,
95,bing,Boris Johnson,Boris Johnson: The British Donald Trump? | National Review,https://www.nationalreview.com/2019/05/boris-johnson-political-career-donald-trump-brexit/,Then-British foreign secretary Boris Johnson at the European Council headquarters in Brussels,,,,
96,bing,Boris Johnson,83 Notable Quotes By Boris Johnson,https://quotes.thefamouspeople.com/boris-johnson-4249.php,Boris Johnson is an eminent British historian,,,,
97,bing,Boris Johnson,"Is Boris Johnson Ready to be Britain""s Prime Minister ...",https://www.theatlantic.com/international/archive/2019/07/boris-johnson-profile/594379/,Boris Johnson Meets His Destiny. Hailed as a savant,,,,
98,bing,Boris Johnson,Boris Johnson has renounced his U.S. citizenship,https://money.cnn.com/2017/02/09/news/boris-johnson-us-citizenship/index.html,Feb-09,,,,
99,bing,Boris Johnson,Did Boris Johnson Just Rope-a-Dope His Way into a Hard Brexit?,https://www.americanthinker.com/articles/2019/09/did_boris_johnson_just_ropeadope_his_way_into_a_hard_brexit.html,Sep-08,,,,
