result #,search engine,query,article title,article url,article description,total nr of results (best guess),,,
79,bing,Donald Trump,Donald Trump on Social Security: 9 Things You Should Know ...,https://www.fool.com/retirement/2019/06/07/donald-trump-on-social-security-9-things-you-shoul.aspx,"Donald Trump on Social Security: 9 Things You Should Know President Trump""s views on America""s most important social program have changed considerably over time.",324000000,,,
80,bing,Donald Trump,Jeffrey Epstein’s connections to Donald Trump and Bill ...,https://www.vox.com/2019/7/9/20686347/jeffrey-epstein-trump-bill-clinton,Aug-10,,,,
81,bing,Donald Trump,How Donald Trump Got His Money,https://www.investopedia.com/updates/donald-trump-rich/,President Donald J. Trump,,,,
82,bing,Donald Trump,The Tragic Reason Donald Trump Doesn’t Drink Will Make You ...,https://www.cheatsheet.com/health-fitness/the-tragic-reason-donald-trump-doesnt-drink-will-make-you-rethink-everything.html/,May-30,,,,
83,bing,Donald Trump,Does Donald Trump Have a College Degree ...,https://www.urbanedjournal.org/degree/does-donald-trump-have-college-degree,Many US citizens and other people around the world interested in question: Does Donald Trump Have a College Degree? Trump grew up in Jamaica,,,,
84,bing,Donald Trump,"World""s Best Donald Trump Stock Pictures",,,,,,
85,bing,Donald Trump,Donald Trump Stories - washingtonexaminer.com,https://www.washingtonexaminer.com/tag/donald-trump,"Donald Trump Stories ... Trump-district Democrat echoes Nancy Pelosi ""sad"" words about impeachment. Kerry Picket | October 02",,,,
86,bing,Donald Trump,Donald Trump Partly Blames Video Games for Mass Shootings,https://www.tmz.com/2019/08/05/donald-trump-violent-video-games-mass-shootings/,Aug-05,,,,
87,bing,Donald Trump,Donald Trump (US President) - Bio,,,," and more.""	324000000",,
88,bing,Donald Trump,Donald Trump,https://www.newsmax.com/hottopics/topic/Donald-Trump/138/,Oct-11,,,,
89,bing,Donald Trump,Donald Trump - Wikimedia Commons,https://commons.wikimedia.org/wiki/Donald_Trump,This page was last edited on 7 March 2019,,,,
90,bing,Donald Trump,"President Donald Trump""s Economic Plan - The Balance",https://www.thebalance.com/donald-trump-economic-plan-3994106,Jul-11,,,,
91,bing,Donald Trump,Trump must be impeached. Here’s why.,https://www.washingtonpost.com/opinions/trump-must-be-impeached-heres-why/2017/05/13/82ce2ea4-374d-11e7-b4ee-434b6d506b37_story.html,Scenes from the Republican’s beginning months in the White House. Jan. 25,,,,
92,bing,Donald Trump,Donald Trump: Últimas noticias,,,,,,
93,bing,Donald Trump,Donald Trump Biography - family,,,,,,
94,bing,Donald Trump,Donald Trump Authorizes Release of Ukraine Phone Call ...,https://www.breitbart.com/politics/2019/09/24/donald-trump-authorizes-release-of-ukraine-phone-call-transcript/,Sep-24,,,,
95,bing,Donald Trump,Donald Trump mocks climate change activist Greta Thunberg ...,https://www.telegraph.co.uk/news/2019/09/24/donald-trump-mocks-teen-climate-change-activist-greta-thunberg/,Sep-24,,,,
96,bing,Donald Trump,Donald Trump - CNBC,https://www.cnbc.com/donald-trump/,Tensions in the Gulf have spiked since the United States,,,,
97,bing,Donald Trump,Donald Trump Business Failures | Time,https://time.com/4343030/donald-trump-failures/,Donald Trump talks a lot about his business successes,,,,
98,bing,Donald Trump,32 Donald Trump Quotes You Have To Read To Believe,https://allthatsinteresting.com/donald-trump-quotes,Jun-18,," the world has been reminded of another Trump …""	324000000",,
99,bing,Donald Trump,Donald Trump presidential campaign,,,, on immigration, on foreign affairs," will be made to benefit American workers and American families.""	324000000"
