result #,search engine,query,article title,article url,article description,total nr of results (best guess),date,timestamp
73,google,Donald Trump,"Donald J. Trump on Twitter: ""So pathetic to see Sleepy Joe ...",https://twitter.com/realDonaldTrump/status/1181991604493656064,So pathetic to see Sleepy Joe Biden,,,
74,google,Donald Trump,Donald Trump on the Issues - OnTheIssues.org,https://www.ontheissues.org/donald_trump.htm,Donald Trump on the Issues on Donald Trump; Presidential candidates.,1120000000,n/a,n/a
75,google,Donald Trump,Impeachment inquiry against Donald Trump - Wikipedia,https://en.wikipedia.org/wiki/Impeachment_inquiry_against_Donald_Trump,An impeachment inquiry against Donald Trump,,,
76,google,Donald Trump,Presidency of Donald Trump - Wikipedia,https://en.wikipedia.org/wiki/Presidency_of_Donald_Trump,The presidency of Donald Trump began at noon EST on January 20,,,
77,google,Donald Trump,Rally - Events | Donald J. Trump for President,https://www.donaldjtrump.com/events/,Political. Trump Victory Leadership Initiative Training - Lebanon County,,,
78,google,Donald Trump,Donald Trump: Latest News,,,,,
79,google,Donald Trump,Poll: Half of voters support impeaching and removing Trump ...,https://www.politico.com/news/2019/10/09/poll-trump-impeach-041942,The 50 percent who support Trump's removal is identical to the percentage who approve of the intensifying impeachment inquiry into the ...,1120000000,10 hours ago ,1570612146
80,google,Donald Trump,Donald Trump | Yahoo Entertainment,https://www.yahoo.com/entertainment/tagged/donald-trump/,"President Trump's unauthorized use of Nickelback's ""Photograph"" is resulting in ... Kanye West defends supporting Donald Trump: 'I ain't never made a decision.",1120000000,n/a,n/a
81,google,Donald Trump,Donald Trump on the Issues - OnTheIssues.org,https://www.ontheissues.org/Donald_Trump.htm,Donald Trump on the Issues on Donald Trump; Presidential candidates.,1120000000,n/a,n/a
82,google,Donald Trump,Donald Trump | US news | The Guardian,https://www.theguardian.com/us-news/donaldtrump,The latest news,,,
83,google,Donald Trump,Polls show support for impeaching Donald Trump growing,https://www.freep.com/story/news/politics/elections/2019/10/09/donald-trump-impeachment-urkaine-china/3918091002/,WASHINGTON — Support for a Democratic effort to impeach President Donald Trump over his asking Ukrainian and Chinese leaders to ...,1120000000,4 hours ago ,1570633747
84,google,Donald Trump,Donald Trump – News,,,,,
85,google,Donald Trump,List: Who Said It? Donald Trump or Regina George ...,https://www.mcsweeneys.net/articles/who-said-it-donald-trump-or-regina-george,“I promise not to talk about your massive plastic surgeries that didn't work.” 2. “Why are you so obsessed with me?” 3. “It's almost like… does he watch television ...,1120000000,n/a,n/a
86,google,Donald Trump,President Donald Trump | Psychology Today,https://www.psychologytoday.com/us/basics/president-donald-trump,Since the campaign that led to his 2016 election,,,
87,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump,The latest Tweets from Donald J. Trump (@realDonaldTrump). 45th President of the United States of America    . Washington,,,
88,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump?lang=en.,The latest Tweets from Donald J. Trump (@realDonaldTrump). 45th President of the United States of America    . Washington,,,
89,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump?lang=dedonald%20trump%20titter,The latest Tweets from Donald J. Trump (@realDonaldTrump). 45th President of the United States of America    . Washington,,,
90,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump?lang=e,The latest Tweets from Donald J. Trump (@realDonaldTrump). 45th President of the United States of America    . Washington,,,
91,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump?lang=pt_pt,Os Tweets mais recentes de Donald J. Trump (@realDonaldTrump). 45th President of the United States of America    . Washington,,,
92,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump?lang=ar3-Instagram,The latest Tweets from Donald J. Trump (@realDonaldTrump). 45th President of the United States of America    . Washington,,,
93,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump?lang=de%2F,In fact,,,
94,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump?lang=it%3Fflip%3Dtrue,The latest Tweets from Donald J. Trump (@realDonaldTrump). 45th President of the United States of America    . Washington,,,
95,google,Donald Trump,Donald J. Trump (@realDonaldTrump) | Twitter,https://twitter.com/realdonaldtrump?lang=es%20T,The latest Tweets from Donald J. Trump (@realDonaldTrump). 45th President of the United States of America    . Washington,,,
96,google,Donald Trump,What Is The Legal Remedy For President Donald Trump's ...,https://www.youtube.com/watch?v=2HeSrAz5E4I,The White House refused Tuesday to turn over internal documents regarding Ukraine being sought by House ...,1120000000,n/a,n/a
97,google,Donald Trump,"Donald Trump Jr. on Twitter: ""Ahhhh good times. Happy third ...",https://twitter.com/DonaldJTrumpJr/status/1181918781259571200,Steps of impeachment? 1. Congress investigates or opens an impeachment inquiry. 2. The House of ...,1120000000,n/a,n/a
98,google,Donald Trump,Trump's lawyer slams impeachment inquiry in letter - YouTube,https://www.youtube.com/watch?v=xkMAEQa3dqs,The White House is refusing to comply with the impeachment inquiry into President Trump. CBS News chief ...,1120000000,n/a,n/a
99,google,Donald Trump,Donald Trump - Mashable,https://mashable.com/category/donald-trump/,Donald Trump is an infamous real estate mogul who built his name on large hotel and casino developments during the 1980s before becoming a reality ...,1120000000,n/a,n/a
